case_id,root,phase,family,arm,mechanics,states,measures,drive,modulation,fires,resistance_events,qlp,crossings,proposals,deallocations,physical_work,final_tick,trace_hash,body_hash,live_hash,quiescent,replay_equal,mechanics_equal,predicate_pass,case_pass
304,5400000,5,cpc1_temporal_participation,efficacy_and_persistence,reference,1/6/2/1979772000/4026531840;1/5/2/1979772000/1979772000;1/7/2/1979772000/3110400000;1/7/2/1979772000/3110400000;1/7/2/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,17,eae536485c05b30b238db7cb578de9c6d8e532fc43459d15d49a62e287235720,3e33182c7da78f2c8ee7010ba1eb54ea95f1e326fb4255a707303cc740c69439,4846df91a7e0153b4561dcabff8091a939edaf4c08cd245a4645c814ab5e070a,true,true,true,true,true
304,5400000,5,cpc1_temporal_participation,efficacy_and_persistence,production,1/6/2/1979772000/4026531840;1/5/2/1979772000/1979772000;1/7/2/1979772000/3110400000;1/7/2/1979772000/3110400000;1/7/2/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,17,eae536485c05b30b238db7cb578de9c6d8e532fc43459d15d49a62e287235720,3e33182c7da78f2c8ee7010ba1eb54ea95f1e326fb4255a707303cc740c69439,44d531d9b4bbb11dffea181b1ef7b792f34f4f6dc62af3737e4efb004188e201,true,true,true,true,true
305,5400000,5,pqlc0_one_hop,persistence_only,reference,1/7/1/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,6,d5d52a04b6d807e3df50974cd04f0ac3a38f27730aafa7f5fa6a7d761652e00a,e1b652fa0b8cef2cc7721aabface5d6145af9b941fec8e3d8648a8dda4a6cb97,729c48a74dd0342f853b43767585b1bab54954f670fc9f1f42159a6a78b96e1a,true,true,true,true,true
305,5400000,5,pqlc0_one_hop,persistence_only,production,1/7/1/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,6,d5d52a04b6d807e3df50974cd04f0ac3a38f27730aafa7f5fa6a7d761652e00a,e1b652fa0b8cef2cc7721aabface5d6145af9b941fec8e3d8648a8dda4a6cb97,44826ef686c3a9002d05a50baadc99b9bc57ee98017a30cb98afbf48ad121c28,true,true,true,true,true
306,5400000,5,pqlc0_one_hop,efficacy_and_persistence,reference,1/7/2/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,6,68a01f120d070530585abbdae298aa9498de7c4f914629033005c191026e56fe,6ff3f5b3e02323338183510ec456de61b298c3aa75811a0ada02f80dbe8f4340,146c17e06c5a4846bae79287b93b9bb4426082026f9e401c9f9893e522ac8601,true,true,true,true,true
306,5400000,5,pqlc0_one_hop,efficacy_and_persistence,production,1/7/2/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,6,68a01f120d070530585abbdae298aa9498de7c4f914629033005c191026e56fe,6ff3f5b3e02323338183510ec456de61b298c3aa75811a0ada02f80dbe8f4340,adec95875b4d99115e17b1ffa64e9e035b329b5676586f2f245110c57b17c4f6,true,true,true,true,true
307,5400000,5,pqlc1_depth_16,persistence_only,reference,1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,6,622f4822625e448f98fcbf075c1a6a4760bfe7690655c418d94c0ea2b2be7856,6927f98f549ea5e7fe920e5617c002eeea3d6cb5666ccb0ef54e29675346d20c,4eb0f3a1422d0d7208be57dabbe17dfa720e723884e0a0059a832358e9c4c549,true,true,true,true,true
307,5400000,5,pqlc1_depth_16,persistence_only,production,1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,6,622f4822625e448f98fcbf075c1a6a4760bfe7690655c418d94c0ea2b2be7856,6927f98f549ea5e7fe920e5617c002eeea3d6cb5666ccb0ef54e29675346d20c,b607e91b6491587e81406407fed2423907cc270346e7928f541b59206f194a3e,true,true,true,true,true
308,5400000,5,pqlc1_depth_16,efficacy_and_persistence,reference,1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,6,bf776e04066bbf054196ef02b0491859ed27a8c45a06bb453b9d1c6b79759cc4,832bfa7b84b6abf49ccfe1da7b4e6fcd01d5e5bbcb238539a6b360227129c876,dbfd19ae0cf6f7590c68dee47d34d6fd074134d7f294759c430deeea943a085f,true,true,true,true,true
308,5400000,5,pqlc1_depth_16,efficacy_and_persistence,production,1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,6,bf776e04066bbf054196ef02b0491859ed27a8c45a06bb453b9d1c6b79759cc4,832bfa7b84b6abf49ccfe1da7b4e6fcd01d5e5bbcb238539a6b360227129c876,a3074cfbf45290340feacfbc6bbb71f5431c34a156282fbf99734fdcaef1e5a5,true,true,true,true,true
309,5400000,5,fd0_equal_persistence,persistence_only,reference,1/1/1/0/0;0/0/1/0/0,1|0,0,0,0,0,0,0,0,1,1,45,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,258ee61416009af49b401174a2a2cde4ffe2cb3a4a8bfb7b7e682b170116f4bd,56c95886190690d7b9ee0fb9671f8c8db7dfa1c8bf7958db7588982871fada2d,true,true,true,true,true
309,5400000,5,fd0_equal_persistence,persistence_only,production,1/1/1/0/0;0/0/1/0/0,1|0,0,0,0,0,0,0,0,1,1,45,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,258ee61416009af49b401174a2a2cde4ffe2cb3a4a8bfb7b7e682b170116f4bd,4ad9237e0a15b738be80c1c843e744a48c63b00602ba089c54c5cef599a30d56,true,true,true,true,true
310,5400000,5,fd0_equal_persistence,efficacy_and_persistence,reference,1/1/2/0/0;0/0/2/0/0,1|0,0,0,0,0,0,0,0,1,1,45,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,82bc90bd5d56a30e0cb483e55fc3ceead204328c548900301dca38adafdd8143,a5204371bc7787a9c3f2b5b8b56ad0cffb8fb7084b452dc38fd4cfd57e8ca7d6,true,true,true,true,true
310,5400000,5,fd0_equal_persistence,efficacy_and_persistence,production,1/1/2/0/0;0/0/2/0/0,1|0,0,0,0,0,0,0,0,1,1,45,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,82bc90bd5d56a30e0cb483e55fc3ceead204328c548900301dca38adafdd8143,17f57ef72d6c39f41f20209e5891e04b6a40b30c68091bf9312b5a402d46775c,true,true,true,true,true
311,5400000,5,fd1_consolidation,persistence_only,reference,1/4/1/4026531840/4026531840;1/1/1/4026531840/0,4026531840|0,5,1,3,1,0,0,0,0,7,6,efcec222887f10d4531bdb6d0b00128717fccbd3f711ddba12e232cc74a1722b,de8e53540d163984e0a2b7f143aa86dfed5fe4d03d693e80dca7e423fb059825,67c07f8a06c291909dc94e29b3bf44ccd3088b9722e52bbcf326206bce813cdb,true,true,true,true,true
311,5400000,5,fd1_consolidation,persistence_only,production,1/4/1/4026531840/4026531840;1/1/1/4026531840/0,4026531840|0,5,1,3,1,0,0,0,0,7,6,efcec222887f10d4531bdb6d0b00128717fccbd3f711ddba12e232cc74a1722b,de8e53540d163984e0a2b7f143aa86dfed5fe4d03d693e80dca7e423fb059825,e0f112b41624af0d6fe9bbc10823d46c32518a420ec87bddc5e3de08b953f95b,true,true,true,true,true
312,5400000,5,fd1_consolidation,efficacy_and_persistence,reference,1/4/2/4026531840/4026531840;1/1/2/4026531840/0,4026531840|0,5,1,3,1,0,0,0,0,7,6,58095e3dae5393f141b3c6f231087dfbbdff422a5e6e5edf6f7cf5106bd157f0,5437664d4c0b7d0466ecbabb4e11e6c0d59138772843990437b9ab6484605434,5a4b72f95eea30bcffd6a6840ef51e45e7f558f18ea27ebf971f9c40ef8bbb96,true,true,true,true,true
312,5400000,5,fd1_consolidation,efficacy_and_persistence,production,1/4/2/4026531840/4026531840;1/1/2/4026531840/0,4026531840|0,5,1,3,1,0,0,0,0,7,6,58095e3dae5393f141b3c6f231087dfbbdff422a5e6e5edf6f7cf5106bd157f0,5437664d4c0b7d0466ecbabb4e11e6c0d59138772843990437b9ab6484605434,53db074466231b3bf3728a726ac786d93119d42a931264a9d73aa9d5ca00ed2c,true,true,true,true,true
313,5400000,5,threshold_1_already_executable,persistence_only,reference,1/4/1/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,5,4af78d54ebffd5888ac21e85063062dc1a52bf11df06fcd929ffcf40cf25a7e9,8336f3238ab83739e94f535a85f329a29edd8818d72f825680c7997903ff6b54,1a3d9f56a67cf6ac899f4b2a6f889715627b83f27a5d4643de86c83869956c85,true,true,true,true,true
313,5400000,5,threshold_1_already_executable,persistence_only,production,1/4/1/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,5,4af78d54ebffd5888ac21e85063062dc1a52bf11df06fcd929ffcf40cf25a7e9,8336f3238ab83739e94f535a85f329a29edd8818d72f825680c7997903ff6b54,1a3d9f56a67cf6ac899f4b2a6f889715627b83f27a5d4643de86c83869956c85,true,true,true,true,true
314,5400000,5,threshold_1_already_executable,efficacy_and_persistence,reference,1/4/2/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,5,76ea616472a288a9a33e90b5a84a8b07bd44bdb30d3b6b4df53a0919d5a25e8f,ea186ff4ba857131e48fbc035ad962a9e7950b2de8384b60d16a42114290e51a,c1672411c3250375d84617846549f85445b5bee4aabd981a5457b785f8eddef3,true,true,true,true,true
314,5400000,5,threshold_1_already_executable,efficacy_and_persistence,production,1/4/2/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,5,76ea616472a288a9a33e90b5a84a8b07bd44bdb30d3b6b4df53a0919d5a25e8f,ea186ff4ba857131e48fbc035ad962a9e7950b2de8384b60d16a42114290e51a,c1672411c3250375d84617846549f85445b5bee4aabd981a5457b785f8eddef3,true,true,true,true,true
315,5400000,5,threshold_2_acquired_efficacy,persistence_only,reference,1/4/1/4294967296/0;1/1/1/4294967296/0,0|0|0,4,0,2,0,0,0,0,0,4,5,63409dd258b80b7ba18d234d632359866783e0a012ac66a45bc6560150e990a6,eab891819a70a6905fc3fc564a80f5c351d876d173f2986bf74aab0c367a2bbd,f0c207f9d5553f6c1243c5bb5d49f22012ef593222eca592bb2e347706bb9efb,true,true,true,true,true
315,5400000,5,threshold_2_acquired_efficacy,persistence_only,production,1/4/1/4294967296/0;1/1/1/4294967296/0,0|0|0,4,0,2,0,0,0,0,0,4,5,63409dd258b80b7ba18d234d632359866783e0a012ac66a45bc6560150e990a6,eab891819a70a6905fc3fc564a80f5c351d876d173f2986bf74aab0c367a2bbd,f0c207f9d5553f6c1243c5bb5d49f22012ef593222eca592bb2e347706bb9efb,true,true,true,true,true
316,5400000,5,threshold_2_acquired_efficacy,efficacy_and_persistence,reference,1/4/2/4294967296/0;1/1/1/4294967296/0,1|0|1,5,0,3,0,0,1,0,0,5,5,d945c1c3aefe39f08e4ff537a45b191b670ef2eef88a777a8d817ea5b09f0f17,6b8b27cd7d4e22f81b853675a5916b7af59dd6fc598285a100f0f910099dfca6,0885807eaa7c49d77acb5120ce75717423d903c26e8ba8bd19b6cf466d4b152c,true,true,true,true,true
316,5400000,5,threshold_2_acquired_efficacy,efficacy_and_persistence,production,1/4/2/4294967296/0;1/1/1/4294967296/0,1|0|1,5,0,3,0,0,1,0,0,5,5,d945c1c3aefe39f08e4ff537a45b191b670ef2eef88a777a8d817ea5b09f0f17,6b8b27cd7d4e22f81b853675a5916b7af59dd6fc598285a100f0f910099dfca6,0885807eaa7c49d77acb5120ce75717423d903c26e8ba8bd19b6cf466d4b152c,true,true,true,true,true
317,5400000,5,threshold_3_still_insufficient,persistence_only,reference,1/4/1/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,5,b2ab1a750af73cfec924f3d60f526f6589e3c4d87140625b1475261297029704,377246b0377c1169f514a2cdcbcf890178846720a16ff0f34bdd32d52b50f6f4,57addf725652482a6e8bd6c867c5978f2d005586cbff553060e051f091123596,true,true,true,true,true
317,5400000,5,threshold_3_still_insufficient,persistence_only,production,1/4/1/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,5,b2ab1a750af73cfec924f3d60f526f6589e3c4d87140625b1475261297029704,377246b0377c1169f514a2cdcbcf890178846720a16ff0f34bdd32d52b50f6f4,57addf725652482a6e8bd6c867c5978f2d005586cbff553060e051f091123596,true,true,true,true,true
318,5400000,5,threshold_3_still_insufficient,efficacy_and_persistence,reference,1/4/2/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,5,86b138b5ed2adab38b75c01a893a797941bfa697ae30addccd7d8a161f93ddd5,f87f4943d714c8973299868c1e7ef08c418eb1c323625a6e75d43264eac4946b,d78ad60c00b392681b3959eb54d248a7fc4793d51171a1f85224e713ff6a1451,true,true,true,true,true
318,5400000,5,threshold_3_still_insufficient,efficacy_and_persistence,production,1/4/2/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,5,86b138b5ed2adab38b75c01a893a797941bfa697ae30addccd7d8a161f93ddd5,f87f4943d714c8973299868c1e7ef08c418eb1c323625a6e75d43264eac4946b,d78ad60c00b392681b3959eb54d248a7fc4793d51171a1f85224e713ff6a1451,true,true,true,true,true
319,5400000,5,threshold_2_two_physical_inputs,persistence_only,reference,1/4/1/4294967296/0;1/4/1/4294967296/0,1|1,5,0,3,0,0,1,0,0,5,5,faebfd93affe028ec87285403e1ac54fd3101ef088204481ceaaa418936c757a,e864d2909bfb11ce88e33fb63a7fcee94137f951e673355b1e3c727b3a37cfe8,f42e45b3dd78e62cfdf04fb183c9b2862eb4352cecb19a0747e5080ff120a465,true,true,true,true,true
319,5400000,5,threshold_2_two_physical_inputs,persistence_only,production,1/4/1/4294967296/0;1/4/1/4294967296/0,1|1,5,0,3,0,0,1,0,0,5,5,faebfd93affe028ec87285403e1ac54fd3101ef088204481ceaaa418936c757a,e864d2909bfb11ce88e33fb63a7fcee94137f951e673355b1e3c727b3a37cfe8,f42e45b3dd78e62cfdf04fb183c9b2862eb4352cecb19a0747e5080ff120a465,true,true,true,true,true
320,5400000,5,threshold_2_two_physical_inputs,efficacy_and_persistence,reference,1/4/1/4294967296/0;1/4/1/4294967296/0,1|1,5,0,3,0,0,1,0,0,5,5,535ad144c7f93cece1862eb1a732d0a1b2a394fdc469937e5605d5af6c0b08aa,84194220d7931a04551a9eb60c34ae5c6155d86afafc67f58ee3db660842b53b,73da51f3d00948c0dfa59a6cf746921058e57dbe504e4004cf63fb0195b4d66f,true,true,true,true,true
320,5400000,5,threshold_2_two_physical_inputs,efficacy_and_persistence,production,1/4/1/4294967296/0;1/4/1/4294967296/0,1|1,5,0,3,0,0,1,0,0,5,5,535ad144c7f93cece1862eb1a732d0a1b2a394fdc469937e5605d5af6c0b08aa,84194220d7931a04551a9eb60c34ae5c6155d86afafc67f58ee3db660842b53b,73da51f3d00948c0dfa59a6cf746921058e57dbe504e4004cf63fb0195b4d66f,true,true,true,true,true
321,5400000,6,cpc0_contact_locality,persistence_only,reference,1/7/1/4026531840/4026531840;1/4/1/4026531840/0,4026531840|0,6,1,4,1,0,0,0,0,8,7,ba303956e661ca1b63031167fd9bc88949691e5bab5bc3830ca8a02bbf1b1257,88880bc7b868be0e4448a5b7c9d7f2dce25d2de8b1962c50f9cb42e0335b5f63,b5dd5d06c53c082ffbaad58198a91942562f58a84b4328ef6baf1065681e900e,true,true,true,true,true
321,5400000,6,cpc0_contact_locality,persistence_only,production,1/7/1/4026531840/4026531840;1/4/1/4026531840/0,4026531840|0,6,1,4,1,0,0,0,0,8,7,ba303956e661ca1b63031167fd9bc88949691e5bab5bc3830ca8a02bbf1b1257,88880bc7b868be0e4448a5b7c9d7f2dce25d2de8b1962c50f9cb42e0335b5f63,f52a712a45b516ab491df343ab1a8fddd60572e94b8beb7bc51ef18f1e0c681e,true,true,true,true,true
322,5400000,6,cpc0_contact_locality,efficacy_and_persistence,reference,1/7/2/4026531840/4026531840;1/4/2/4026531840/0,4026531840|0,6,1,4,1,0,0,0,0,8,7,f734a25927c17d3c495113bd0d6376f941ad270a459799a268aa927d7ee44aa1,fe1c59409d7bd88635f205541e5f643c06ef2b3038486265d00dff85380b053f,c3dda14e1b57319c224165ad85bf4857707c810569801daa30a3ddaceb682be0,true,true,true,true,true
322,5400000,6,cpc0_contact_locality,efficacy_and_persistence,production,1/7/2/4026531840/4026531840;1/4/2/4026531840/0,4026531840|0,6,1,4,1,0,0,0,0,8,7,f734a25927c17d3c495113bd0d6376f941ad270a459799a268aa927d7ee44aa1,fe1c59409d7bd88635f205541e5f643c06ef2b3038486265d00dff85380b053f,3992626197efcb0108613d525bfa8b5646e2143f4b23d217d3be08ff9d9e0838,true,true,true,true,true
323,5400000,6,cpc1_temporal_participation,persistence_only,reference,1/6/1/1979772000/4026531840;1/5/1/1979772000/1979772000;1/7/1/1979772000/3110400000;1/7/1/1979772000/3110400000;1/7/1/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,18,6dbd410c543a8859d0c152c9a81047838f251f710df665a6d351cc363b68cae9,f8a2a8391871b1ba9928dc958108b500e3c56af6a20e6d0950e739209581db7d,cc5db724bdd7ac39472d4f014fd3ca056988a53b2853bab1a48b471d031f1657,true,true,true,true,true
323,5400000,6,cpc1_temporal_participation,persistence_only,production,1/6/1/1979772000/4026531840;1/5/1/1979772000/1979772000;1/7/1/1979772000/3110400000;1/7/1/1979772000/3110400000;1/7/1/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,18,6dbd410c543a8859d0c152c9a81047838f251f710df665a6d351cc363b68cae9,f8a2a8391871b1ba9928dc958108b500e3c56af6a20e6d0950e739209581db7d,65f0c128eca4ec3db34b7e92d721e2b602b8e24674f0aa88d8d7045b457704c2,true,true,true,true,true
324,5400000,6,cpc1_temporal_participation,efficacy_and_persistence,reference,1/6/2/1979772000/4026531840;1/5/2/1979772000/1979772000;1/7/2/1979772000/3110400000;1/7/2/1979772000/3110400000;1/7/2/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,18,d3efa94cccebb9b002822f33610505d150172275df27fcf2ccfc0b35456fcf17,3e33182c7da78f2c8ee7010ba1eb54ea95f1e326fb4255a707303cc740c69439,d521fb396f1873f8c4fc123753240d44086c952cf356efc86cff18c7d16dd273,true,true,true,true,true
324,5400000,6,cpc1_temporal_participation,efficacy_and_persistence,production,1/6/2/1979772000/4026531840;1/5/2/1979772000/1979772000;1/7/2/1979772000/3110400000;1/7/2/1979772000/3110400000;1/7/2/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,18,d3efa94cccebb9b002822f33610505d150172275df27fcf2ccfc0b35456fcf17,3e33182c7da78f2c8ee7010ba1eb54ea95f1e326fb4255a707303cc740c69439,be770fdb727953363cb40847d4d66650686f3fea56926f54e8a33b8626e2a391,true,true,true,true,true
325,5400000,6,pqlc0_one_hop,persistence_only,reference,1/7/1/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,7,bcb4957837dbf1c85400a8f2300d66e284ad05805fe2be39cee8719ef2edb1ea,e1b652fa0b8cef2cc7721aabface5d6145af9b941fec8e3d8648a8dda4a6cb97,b4497f833ebcefa95f890129c94eb421430799dc8b35c92d3b1b186ac57b7e63,true,true,true,true,true
325,5400000,6,pqlc0_one_hop,persistence_only,production,1/7/1/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,7,bcb4957837dbf1c85400a8f2300d66e284ad05805fe2be39cee8719ef2edb1ea,e1b652fa0b8cef2cc7721aabface5d6145af9b941fec8e3d8648a8dda4a6cb97,2514c6f8faadf391b13ddd52d399844d893365f31ebecce0b26919486b65c628,true,true,true,true,true
326,5400000,6,pqlc0_one_hop,efficacy_and_persistence,reference,1/7/2/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,7,e962be9ad339a7628654bdfd7d2b5c369054657bc2a0f5135558444a44c4fa8e,6ff3f5b3e02323338183510ec456de61b298c3aa75811a0ada02f80dbe8f4340,b0ca00f7552d434016e9f759d545c14a0c86b55fd227a1cb44b2a8050f31ce63,true,true,true,true,true
326,5400000,6,pqlc0_one_hop,efficacy_and_persistence,production,1/7/2/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,7,e962be9ad339a7628654bdfd7d2b5c369054657bc2a0f5135558444a44c4fa8e,6ff3f5b3e02323338183510ec456de61b298c3aa75811a0ada02f80dbe8f4340,fa7f7780a8d1fa641c9800b3c10c35848e53e33dc7643cd3239769f3e4cafd0b,true,true,true,true,true
327,5400000,6,pqlc1_depth_16,persistence_only,reference,1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,7,7d1f2d37d67986aab5db3dccb4263d9727999c6c944df1b63bcbf3dccce0230c,6927f98f549ea5e7fe920e5617c002eeea3d6cb5666ccb0ef54e29675346d20c,2a20b36ccf34c6354d2aa41849c677b2b86df47059f6a33f1f0fa1952b21caf2,true,true,true,true,true
327,5400000,6,pqlc1_depth_16,persistence_only,production,1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,7,7d1f2d37d67986aab5db3dccb4263d9727999c6c944df1b63bcbf3dccce0230c,6927f98f549ea5e7fe920e5617c002eeea3d6cb5666ccb0ef54e29675346d20c,8a6efd4a9eab71d0c7404b8c260eace446830b4850531064e2fb52581140ebf5,true,true,true,true,true
328,5400000,6,pqlc1_depth_16,efficacy_and_persistence,reference,1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,7,48255832bdf81b1799cfe7f08c55eb7e7869c5c04c1eebb11af16efe72780970,832bfa7b84b6abf49ccfe1da7b4e6fcd01d5e5bbcb238539a6b360227129c876,e8cdf1958b6ad6eb3d5da7f970ebf7cb1b7fcd180f7e6d1a243492620a986f74,true,true,true,true,true
328,5400000,6,pqlc1_depth_16,efficacy_and_persistence,production,1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,7,48255832bdf81b1799cfe7f08c55eb7e7869c5c04c1eebb11af16efe72780970,832bfa7b84b6abf49ccfe1da7b4e6fcd01d5e5bbcb238539a6b360227129c876,a74815e4fbc6676e69eff651811c672ef07f060d577e48c4455ed31f1a769fee,true,true,true,true,true
329,5400000,6,fd0_equal_persistence,persistence_only,reference,1/1/1/0/0;0/0/1/0/0,1|0,0,0,0,0,0,0,0,1,1,46,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,258ee61416009af49b401174a2a2cde4ffe2cb3a4a8bfb7b7e682b170116f4bd,e93c4cc20e138c5e3f54d3843142e56a73986a0434b25cecb3ed6fae989107cc,true,true,true,true,true
329,5400000,6,fd0_equal_persistence,persistence_only,production,1/1/1/0/0;0/0/1/0/0,1|0,0,0,0,0,0,0,0,1,1,46,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,258ee61416009af49b401174a2a2cde4ffe2cb3a4a8bfb7b7e682b170116f4bd,8dae2d2c8323e1c8219a23d08e0c36f5d4f1ff4a184829b020491b17534d75ef,true,true,true,true,true
330,5400000,6,fd0_equal_persistence,efficacy_and_persistence,reference,1/1/2/0/0;0/0/2/0/0,1|0,0,0,0,0,0,0,0,1,1,46,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,82bc90bd5d56a30e0cb483e55fc3ceead204328c548900301dca38adafdd8143,ee8c8c038e7c37141fecbf3a8ec487154d3e46f8d322b95c80483bd8843fed84,true,true,true,true,true
